Java(01)
StudentID,27,30,31
112315001,1,0,0
112315002,0,0,0
112315003,0,1,1
112315004,0,0,1
112315005,0,1,1
112315006,0,0,0
112315007,0,0,0
112315008,0,0,0
112315009,0,0,0
112315010,0,0,0
112315011,0,0,0
112315012,0,0,0
112315013,0,0,1
112315014,0,0,1
112315015,0,0,1
112315016,0,0,0
112315017,0,0,0
112315018,0,0,0
112315019,0,0,0
112315020,0,0,0
112315021,0,0,1
112315022,0,0,0
112315023,0,0,1
112315024,0,0,1
112315025,0,0,0
112315026,0,0,0
112315027,0,0,1
112315028,0,0,0
112315029,0,0,0
112315030,0,0,0
112315031,0,0,1
112315032,0,1,0
112315033,0,0,0
112315034,0,0,1
112315035,0,0,0
112315036,0,0,1
112315037,0,0,0
112315038,0,0,0
112315039,0,0,0
112315040,0,0,0
112315041,0,0,0
112315042,1,0,0
112315043,0,0,0
112315044,0,0,1
112315045,1,0,0
112315046,0,0,0
112315047,0,0,0
112315048,0,0,0
112315049,0,0,0
112315050,0,0,0
112315051,0,0,0
112315052,0,0,0
112315053,0,0,0
112315054,0,0,0
112315055,0,0,0
112315056,0,0,0
112315057,0,0,0
112315058,0,0,0
112315059,0,0,0
112315060,0,0,0
112315061,0,0,0
112315062,0,0,0
112315063,0,0,0
112315064,0,0,0
112315065,0,0,0
112315066,0,0,0
112315067,0,0,0
112315068,0,0,0
112315069,0,0,0
112315070,0,0,0
112315071,0,0,0
112315072,0,0,0
112315073,0,0,0
112315074,0,0,0
112315075,0,0,0
112315076,0,0,0
112315077,0,0,0
112315078,0,0,0
112315079,0,0,0
112315080,0,0,0
112315081,0,0,0
112315082,0,0,0
112315083,0,0,0
112315084,0,0,0
112315085,0,0,0
112315086,0,0,0
112315087,0,0,0
112315088,0,0,0
112315089,0,0,0
112315090,0,0,0
112315091,0,0,0
112315092,0,0,0
112315093,0,0,0
112315094,0,0,0
112315095,0,0,0
112315096,0,0,0
112315097,0,0,0
112315098,0,0,0
112315099,0,0,0
112315100,0,0,0
112315101,0,0,0
112315102,0,0,0
112315103,0,0,0
112315104,0,0,0
112315105,0,0,0
112315106,0,0,0
112315107,0,0,0
112315108,0,0,0
112315109,0,0,0
112315110,0,0,0
112315111,0,0,0
112315112,0,0,0
112315113,0,0,0
112315114,0,0,0
112315115,0,0,0
112315116,0,0,0
112315117,0,0,0
112315118,0,0,0
112315119,0,0,0
112315120,0,0,0
112315121,0,0,0
112315122,0,0,0
112315123,0,0,0
112315124,0,0,0
112315125,0,0,0
112315126,0,0,0
112315127,0,0,0
112315128,0,0,0
112315129,0,0,0
112315130,0,0,0
112315131,0,0,0
112315132,0,0,0
112315133,0,0,0
112315134,0,0,0
112315135,0,0,0
112315136,0,0,0
112315137,0,0,0
112315138,0,0,0
112315139,0,0,0
112315140,0,0,0
112315141,0,0,0
112315142,0,0,0
112315143,0,0,0
112315144,0,0,0
112315145,0,0,0
112315146,0,0,0
112315147,0,0,0
112315148,0,0,0
112315149,0,0,0
112315150,0,0,0
112315151,0,0,0
112315152,0,0,0
112315153,0,0,0
112315154,0,0,0
112315155,0,0,0
112315156,0,0,0
112315157,0,0,0
112315158,0,0,0
112315159,0,0,0
112315160,0,0,0
112315161,0,0,0
112315162,0,0,0
112315163,0,0,0
112315164,0,0,0
112315165,0,0,0
112315166,0,0,0
112315167,0,0,0
112315168,0,0,0
112315169,0,0,0
112315170,0,0,0
112315171,0,0,0
112315172,0,0,0
112315173,0,0,0
112315174,0,0,0
112315175,0,0,0
112315176,0,0,0
112315177,0,0,0
112315178,0,0,0
112315179,0,0,0
112315180,0,0,0
112315181,0,0,0
112315182,0,0,0
112315183,0,0,0
112315184,0,0,0
112315185,0,0,0
112315186,0,0,0
112315187,0,0,0
112315188,0,0,0
112315189,0,0,0
112315190,0,0,0
112315191,0,0,0
112315192,0,0,0
112315193,0,0,0
112315194,0,0,0
112315195,0,0,0
112315196,0,0,0
112315197,0,0,0
112315198,0,0,0
112315199,0,0,0
112315200,0,0,0
112315201,0,0,0
112315202,0,0,0
112315203,0,0,0
112315204,0,0,0
112315205,0,0,0
112315206,0,0,0
112315207,0,0,0
112315208,0,0,0
112315209,0,0,0
112315210,0,0,0
112315211,0,0,0
112315212,0,0,0
112315213,0,0,0
112315214,0,0,0
112315215,0,0,0
112315216,0,0,0
112315217,0,0,0
112315218,0,0,0
112316001,0,0,0
112316002,0,0,0
112316003,0,0,0
112316004,0,0,0
112316005,0,0,0
112316006,0,0,0
112316007,0,0,0
112316008,0,0,0
112316009,0,0,0
112316010,0,0,0
112316011,0,0,0
112316012,0,0,0
112316013,0,0,0
112316014,0,0,0
112316015,0,0,0
112316016,0,0,0
112316017,0,0,0
112316018,0,0,0
112316019,0,0,0
112316020,0,0,0
112316021,0,0,0
112316022,0,0,0
112316023,0,0,0
112316024,0,0,0
112316025,0,0,0
112316026,0,0,0
112316027,0,0,0
112316028,0,0,0
112316029,0,0,0
112316030,0,0,0
112316031,0,0,0
112316032,0,0,0
112316033,0,0,0
112316034,0,0,0
112316035,0,0,0
112316036,0,0,0
112316037,0,0,0
112316038,0,0,0
112316039,0,0,0
112316040,0,0,0
112316041,0,0,0
112316042,0,0,0
112316043,0,0,0
112316044,0,0,0
112316045,0,0,0
112316046,0,0,0
112316047,0,0,0
112316048,0,0,0
112316049,0,0,0
112316050,0,0,0
112316051,0,0,0
112316052,0,0,0
112316053,0,0,0
112316054,0,0,0
112316055,0,0,0
112316056,0,0,0
